OID_,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID,AREA_SQM,FEAT_LEN,Shape_Length,Shape_Area
181,K42902,2023101101.000000000000000,2023,Lightning,2023-K42902,2.100000000000000,2023 ROLLOVER,20231011,20231011,20230821,Hand sketch of any type,JA70003000,0.000000000000000,2703563.000000000000000,20520.223000000001775,532.428099999999972,532.428083259898131,20520.222958994017972
182,K42949,2023092101.000000000000000,2023,Lightning,2023-K42949,1.000000000000000,2023 ROLLOVER,20230921,20230921,20230824,Hand sketch of any type,JA70003000,0.000000000000000,2703564.000000000000000,10035.186299999999392,396.669199999999989,396.669180434708437,10035.186293869939618
183,K42961,2023090901.000000000000000,2023,Lightning,2023-K42961,16.300000000000001,2023 ROLLOVER,20230909,20230919,20230809,Non-corrected ground GPS,JA70003000,0.000000000000000,2703565.000000000000000,163468.466799999994691,1755.248199999999997,1755.248203112905230,163468.466801805596333
184,K42988,2023091901.000000000000000,2023,Person,2023-K42988,1.500000000000000,2023 ROLLOVER,20230919,20230919,20230825,Hand sketch of any type,JA70003000,0.000000000000000,2703566.000000000000000,15059.829100000000835,560.751999999999953,560.752048056867579,15059.829090520926911
185,K43506,2024031701.000000000000000,2023,Person,2023-K43506,2.800000000000000,2023 ROLLOVER,20240317,20240327,20240317,Non-corrected ground GPS,JA70003000,0.000000000000000,2703567.000000000000000,28200.513900000001740,812.226199999999949,812.226239136230902,28200.513885493801354
186,K60042,2023041601.000000000000000,2023,Person,2023-K60042,17.199999999999999,2023 ROLLOVER,20230416,20230417,20230415,Non-corrected ground GPS,JA70003000,0.000000000000000,2703582.000000000000000,171556.979099999996834,2972.264900000000125,2972.264949368097405,171556.979079338838346
187,K60127,2023043001.000000000000000,2023,Person,2023-K60127,38.899999999999999,2023 ROLLOVER,20230430,20230501,20230429,Non-corrected ground GPS,JA70003000,0.000000000000000,2703583.000000000000000,388777.913300000014715,4642.938400000000001,4642.938410524157916,388777.913260985049419
188,K60634,2023060501.000000000000000,2023,Person,2023-K60634,7.600000000000000,2023 ROLLOVER,20230605,20230612,20230605,Non-corrected ground GPS,JA70003000,0.000000000000000,2703584.000000000000000,76217.329199999992852,1710.230999999999995,1710.231017019221326,76217.329227925161831
189,K61692,2023071401.000000000000000,2023,Lightning,2023-K61692,1.400000000000000,2023 ROLLOVER,20230714,20230715,20230712,Hand sketch of any type,JA70003000,0.000000000000000,2703586.000000000000000,13705.286700000000565,563.977300000000014,563.977255085626780,13705.286690977614853
190,K61768,2023082401.000000000000000,2023,Lightning,2023-K61768,103.900000000000006,2023 ROLLOVER,20230824,20230908,20230707,Digitized other,JA70003000,0.000000000000000,2703587.000000000000000,1038860.189499999978580,6406.745499999999993,6406.745549468247191,1038860.189534108969383
191,K61969,2023072201.000000000000000,2023,Lightning,2023-K61969,8.300000000000001,2023 ROLLOVER,20230722,20230725,20230719,Hand sketch of any type,JA70003000,0.000000000000000,2703590.000000000000000,83273.829800000006799,1332.593599999999924,1332.593630443625671,83273.829761667177081
192,K62013,2021072301.000000000000000,2023,Lightning,2023-K62013,10.600000000000000,2023 ROLLOVER,20210723,20230726,20230721,Hand sketch of any type,JA70003000,0.000000000000000,2703591.000000000000000,105973.970100000005914,1588.735799999999927,1588.735759136040087,105973.970140523830196
193,K62315,2023073001.000000000000000,2023,Person,2023-K62315,5.400000000000000,2023 ROLLOVER,20230730,20230801,20230729,Non-corrected ground GPS,JA70003000,0.000000000000000,2703592.000000000000000,54256.612900000000081,1730.868999999999915,1730.869000016355358,54256.612857026942947
194,K62725,2023081401.000000000000000,2023,Lightning,2023-K62725,1.100000000000000,2023 ROLLOVER,20230814,20230815,20230812,Non-corrected ground GPS,JA70003000,0.000000000000000,2703594.000000000000000,11369.319799999999304,579.314200000000028,579.314191658308346,11369.319822737339564
195,K62759,2023081501.000000000000000,2023,Person,2023-K62759,3.900000000000000,2023 ROLLOVER,20230815,20230815,20230814,Non-corrected ground GPS,JA70003000,0.000000000000000,2703595.000000000000000,39454.166100000002189,946.477300000000014,946.477339400484084,39454.166103912255494
196,K70037,2023041501.000000000000000,2023,Person,2023-K70037,13.000000000000000,2023 ROLLOVER,20230415,20230425,20230414,Non-corrected ground GPS,JA70003000,0.000000000000000,2703596.000000000000000,130375.523000000001048,2402.569300000000112,2402.569297401366839,130375.522961650800426
197,K70060,2023041902.000000000000000,2023,Person,2023-K70060,28.800000000000001,2023 ROLLOVER,20230419,20230510,20230418,Non-corrected ground GPS,JA70003000,0.000000000000000,2703597.000000000000000,288264.868699999991804,4404.338200000000143,4404.338239248808350,288264.868664895475376
198,K70092,2023043001.000000000000000,2023,Person,2023-K70092,7.600000000000000,2023 ROLLOVER,20230430,20230602,20230426,Non-corrected ground GPS,JA70003000,0.000000000000000,2703598.000000000000000,75907.553199999994831,2837.071800000000167,2837.071808787572081,75907.553165537450695
199,K71415,2023102701.000000000000000,2023,Lightning,2023-K71415,116.299999999999997,2023 ROLLOVER,20231027,20231030,20230707,Digitized other,JA70003000,0.000000000000000,2703600.000000000000000,1163415.238700000103563,4920.893600000000333,4920.893644376331395,1163415.238726874114946
200,K71535,2023091601.000000000000000,2023,Lightning,2023-K71535,11248.399999999999636,2023 ROLLOVER,20230916,20230916,20230710,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703601.000000000000000,112484094.586899995803833,99488.553599999999278,99488.553563508277875,112484094.586918070912361
201,K71634,2023090601.000000000000000,2023,Lightning,2023-K71634,4734.300000000000182,2023 ROLLOVER,20230906,20230907,20230712,Non-corrected ground GPS,JA70003000,0.000000000000000,2703602.000000000000000,47342504.993400000035763,49038.274899999996705,49038.274863131286111,47342504.993431545794010
202,K20006,2023040401.000000000000000,2023,Person,2023-K20006,16.000000000000000,2023 ROLLOVER,20230404,20230511,20230404,Non-corrected ground GPS,JA70003000,0.000000000000000,2703511.000000000000000,160290.836700000014389,3545.230100000000220,3545.230082826578837,160290.836702738743043
203,K20029,2023041401.000000000000000,2023,Person,2023-K20029,3.100000000000000,2023 ROLLOVER,20230414,20230418,20230414,Digitized other,JA70003000,0.000000000000000,2703512.000000000000000,30643.169300000001385,883.882100000000037,883.882146071654233,30643.169312825433735
204,K20034,2023041401.000000000000000,2023,Person,2023-K20034,11.400000000000000,2023 ROLLOVER,20230414,20230427,20230414,Non-corrected ground GPS,JA70003000,0.000000000000000,2703513.000000000000000,113768.924199999994016,1335.528700000000072,1335.528749094583418,113768.924238138264627
205,K71658,2023081701.000000000000000,2023,Lightning,2023-K71658,277.600000000000023,2023 ROLLOVER,20230817,20230817,20230712,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703604.000000000000000,2775558.553100000135601,10634.487199999999575,10634.487226551522326,2775558.553091799840331
206,K71705,2023082801.000000000000000,2023,Lightning,2023-K71705,5021.600000000000364,2023 ROLLOVER,20230828,20230828,20230712,Digitized other,JA70003000,0.000000000000000,2703605.000000000000000,50216010.045699998736382,64881.059300000000803,64881.059310690696293,50216010.045729018747807
207,K71707,2023091001.000000000000000,2023,Lightning,2023-K71707,651.000000000000000,2023 ROLLOVER,20230910,20230910,20230712,Hand sketch of any type,JA70003000,0.000000000000000,2703606.000000000000000,6510467.257799999788404,13073.695499999999811,13073.695461856901602,6510467.257750077173114
208,K71778,2023080301.000000000000000,2023,Lightning,2023-K71778,589.200000000000045,2023 ROLLOVER,20230803,20230803,20230715,Corrected ground GPS,JA70003000,0.000000000000000,2703607.000000000000000,5892077.221699999645352,12348.984599999999773,12348.984626080555245,5892077.221737048588693
209,K72705,2023082901.000000000000000,2023,Lightning,2023-K72705,1129.400000000000091,2023 ROLLOVER,20230829,20230830,20230809,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703608.000000000000000,11293870.029899999499321,19026.873899999998685,19026.873878278871416,11293870.029882580041885
210,K20046,2023051401.000000000000000,2023,Person,2023-K20046,2.000000000000000,2023 ROLLOVER,20230514,20230515,20230415,Non-corrected ground GPS,JA70003000,0.000000000000000,2703514.000000000000000,20016.402600000001257,640.614000000000033,640.614029060844700,20016.402647469752992
211,K20063,2023041901.000000000000000,2023,Person,2023-K20063,0.900000000000000,2023 ROLLOVER,20230419,20230427,20230419,Non-corrected ground GPS,JA70003000,0.000000000000000,2703515.000000000000000,9215.083899999999630,473.016500000000008,473.016541765375791,9215.083943653316965
212,K20066,2023042001.000000000000000,2023,Person,2023-K20066,5.700000000000000,2023 ROLLOVER,20230420,20230421,20230420,Non-corrected ground GPS,JA70003000,0.000000000000000,2703516.000000000000000,57038.572200000002340,1882.221399999999903,1882.221440476946100,57038.572214272760903
213,K20103,2023042701.000000000000000,2023,Person,2023-K20103,2.300000000000000,2023 ROLLOVER,20230427,20230501,20230427,Non-corrected ground GPS,JA70003000,0.000000000000000,2703517.000000000000000,23432.883999999998196,688.497799999999984,688.497843244693513,23432.883997979264677
214,K72771,2023090901.000000000000000,2023,Lightning,2023-K72771,131.599999999999994,2023 ROLLOVER,20230909,20230909,20230814,Non-corrected ground GPS,JA70003000,0.000000000000000,2703609.000000000000000,1315654.676999999908730,5524.185699999999997,5524.185687870410220,1315654.676963355392218
215,K73066,2023102701.000000000000000,2023,Lightning,2023-K73066,480.399999999999977,2023 ROLLOVER,20231027,20231030,20230824,Digitized other,JA70003000,0.000000000000000,2703610.000000000000000,4803662.883600000292063,11451.519000000000233,11451.518959834171255,4803662.883640441112220
216,K73144,2023091201.000000000000000,2023,Lightning,2023-K73144,26.899999999999999,2023 ROLLOVER,20230912,20230912,20230901,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703611.000000000000000,268970.059300000022631,2917.744599999999991,2917.744617130098504,268970.059274209314026
217,K20469,2023102701.000000000000000,2023,Lightning,2023-K20469,1711.599999999999909,2023 ROLLOVER,20231027,20231030,20230517,Digitized other,JA70003000,0.000000000000000,2703518.000000000000000,17116190.160700000822544,26645.581999999998516,26645.581974832348351,17116190.160690806806087
218,K20627,2023060501.000000000000000,2023,Person,2023-K20627,1.600000000000000,2023 ROLLOVER,20230605,20230609,20230605,Non-corrected ground GPS,JA70003000,0.000000000000000,2703519.000000000000000,15851.874900000000707,966.984699999999975,966.984656865081888,15851.874851690225114
219,K20636,2023060501.000000000000000,2023,Person,2023-K20636,3.500000000000000,2023 ROLLOVER,20230605,20230608,20230605,Non-corrected ground GPS,JA70003000,0.000000000000000,2703520.000000000000000,34517.099600000001374,1045.680200000000013,1045.680190212218577,34517.099649267591303
220,K21148,2023070701.000000000000000,2023,Person,2023-K21148,16.399999999999999,2023 ROLLOVER,20230707,20230708,20230703,Non-corrected ground GPS,JA70003000,0.000000000000000,2703521.000000000000000,163630.086899999994785,1751.006399999999985,1751.006378929183029,163630.086861349147512
221,K21190,2023070701.000000000000000,2023,Lightning,2023-K21190,0.300000000000000,2023 ROLLOVER,20230707,20230724,20230707,Non-corrected ground GPS,JA70003000,0.000000000000000,2703522.000000000000000,3460.413500000000113,367.187599999999975,367.187557462954544,3460.413468738299343
222,K21379,2023102701.000000000000000,2023,Lightning,2023-K21379,2407.099999999999909,2023 ROLLOVER,20231027,20231030,20230707,Digitized other,JA70003000,0.000000000000000,2703523.000000000000000,24071386.461599998176098,35365.358200000002398,35365.358193102227233,24071386.461621496826410
223,K21384,2023091901.000000000000000,2023,Lightning,2023-K21384,20745.500000000000000,2023 ROLLOVER,20230919,20230919,20230707,Processed IR image,JA70003000,0.000000000000000,2703524.000000000000000,207454507.187500000000000,153877.371099999989383,153877.371133559005102,207454507.187521457672119
224,K21595,2023072801.000000000000000,2023,Lightning,2023-K21595,11.500000000000000,2023 ROLLOVER,20230728,20230801,20230701,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703525.000000000000000,114724.642500000001746,1399.519500000000107,1399.519491634430779,114724.642488992918516
225,K21607,2023071501.000000000000000,2023,Lightning,2023-K21607,80.000000000000000,2023 ROLLOVER,20230715,20230717,20230712,Non-corrected ground GPS,JA70003000,0.000000000000000,2703526.000000000000000,799632.196299999952316,4201.044600000000173,4201.044649193409896,799632.196330415434204
226,K21628,2023071301.000000000000000,2023,Lightning,2023-K21628,0.600000000000000,2023 ROLLOVER,20230713,20230714,20230707,Non-corrected ground GPS,JA70003000,0.000000000000000,2703527.000000000000000,5597.181899999999587,368.401999999999987,368.402034088956214,5597.181907702756689
227,K21633,2023092501.000000000000000,2023,Lightning,2023-K21633,45745.199999999997090,2023 ROLLOVER,20230925,20230926,20230712,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703528.000000000000000,457452016.862800002098083,354538.965700000000652,354538.965724439651240,457452016.862820327281952
228,K21793,2023071901.000000000000000,2023,Lightning,2023-K21793,3.100000000000000,2023 ROLLOVER,20230719,20230720,20230716,Non-corrected ground GPS,JA70003000,0.000000000000000,2703529.000000000000000,31423.080699999998615,778.718899999999962,778.718882539735205,31423.080665378420235
229,K21795,2023070801.000000000000000,2023,Lightning,2023-K21795,1.500000000000000,2023 ROLLOVER,20230708,20230719,20230716,Non-corrected ground GPS,JA70003000,0.000000000000000,2703530.000000000000000,14695.207899999999427,597.145599999999945,597.145551778664526,14695.207885937588799
230,K21989,2023072101.000000000000000,2023,Lightning,2023-K21989,0.200000000000000,2023 ROLLOVER,20230721,20230802,20230720,Non-corrected ground GPS,JA70003000,0.000000000000000,2703531.000000000000000,1737.387799999999970,182.426600000000008,182.426629792618371,1737.387824190690935
231,K22003,2023090501.000000000000000,2023,Lightning,2023-K22003,13.000000000000000,2023 ROLLOVER,20230905,20231020,20230720,Non-corrected ground GPS,JA70003000,0.000000000000000,2703532.000000000000000,129714.468800000002375,1914.796499999999924,1914.796490733574274,129714.468757635433576
232,K22024,2023092601.000000000000000,2023,Lightning,2023-K22024,11413.299999999999272,2023 ROLLOVER,20230926,20230927,20230720,Corrected airborne GPS,JA70003000,0.000000000000000,2703533.000000000000000,114132777.096000000834465,80442.745800000004238,80442.745795354814618,114132777.095990285277367
233,K22026,2023072301.000000000000000,2023,Lightning,2023-K22026,4.400000000000000,2023 ROLLOVER,20230723,20230801,20230720,Non-corrected ground GPS,JA70003000,0.000000000000000,2703534.000000000000000,44495.987399999998161,1198.796299999999974,1198.796308746096884,44495.987359890328662
234,K22190,2023091901.000000000000000,2023,Lightning,2023-K22190,103.400000000000006,2023 ROLLOVER,20230919,20230919,20230721,Processed IR image,JA70003000,0.000000000000000,2703535.000000000000000,1034359.468100000056438,3697.963400000000092,3697.963402771121764,1034359.468072969117202
235,K22241,2023080401.000000000000000,2023,Lightning,2023-K22241,1.000000000000000,2023 ROLLOVER,20230804,20230905,20230717,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703536.000000000000000,10496.983299999999872,422.505200000000002,422.505245199074466,10496.983308041615601
236,K22305,2023072801.000000000000000,2023,Lightning,2023-K22305,18.100000000000001,2023 ROLLOVER,20230728,20230731,20230701,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703537.000000000000000,180704.182200000010198,1723.517900000000054,1723.517890229540399,180704.182166136946762
237,K22462,2023080801.000000000000000,2023,Lightning,2023-K22462,4.600000000000000,2023 ROLLOVER,20230808,20230808,20230624,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703538.000000000000000,45693.042600000000675,894.723799999999983,894.723796602994980,45693.042553193852655
238,K22463,2023080801.000000000000000,2023,Lightning,2023-K22463,4.500000000000000,2023 ROLLOVER,20230808,20230808,20230716,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703539.000000000000000,45251.170100000003004,823.469299999999976,823.469293826547414,45251.170081836513418
239,K22542,2023080601.000000000000000,2023,Lightning,2023-K22542,10.300000000000001,2023 ROLLOVER,20230806,20230808,20230728,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703540.000000000000000,102548.225200000000768,1189.072899999999890,1189.072889920163561,102548.225154269573977
240,K22543,2023080701.000000000000000,2023,Lightning,2023-K22543,2.600000000000000,2023 ROLLOVER,20230807,20230831,20230725,Non-corrected ground GPS,JA70003000,0.000000000000000,2703541.000000000000000,26061.656500000000960,615.613200000000006,615.613203491560739,26061.656507760530076
241,K22753,2023082901.000000000000000,2023,Lightning,2023-K22753,5.000000000000000,2023 ROLLOVER,20230829,20230829,20230717,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703542.000000000000000,50499.939500000000407,942.845900000000029,942.845895942708808,50499.939452690545295
242,K22757,2023091801.000000000000000,2023,Lightning,2023-K22757,1771.900000000000091,2023 ROLLOVER,20230918,20230918,20230717,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703543.000000000000000,17719082.099899999797344,33868.030800000000454,33868.030778855521930,17719082.099875062704086
243,K22810,2023081901.000000000000000,2023,Lightning,2023-K22810,17.399999999999999,2023 ROLLOVER,20230819,20230821,20230817,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703544.000000000000000,174232.951999999990221,1680.955699999999979,1680.955702538226888,174232.951960537786363
244,K22873,2023082301.000000000000000,2023,Lightning,2023-K22873,1.300000000000000,2023 ROLLOVER,20230823,20230824,20230817,Non-corrected ground GPS,JA70003000,0.000000000000000,2703545.000000000000000,12867.330500000000029,624.949600000000032,624.949583480324236,12867.330455063498448
245,K23536,2024032601.000000000000000,2023,Person,2023-K23536,2.800000000000000,2023 ROLLOVER,20240326,20240327,20240326,Non-corrected ground GPS,JA70003000,0.000000000000000,2703546.000000000000000,27833.416199999999662,1212.235400000000027,1212.235392757755108,27833.416161712098983
246,K40216,2023051801.000000000000000,2023,Person,2023-K40216,11.100000000000000,2023 ROLLOVER,20230518,20230519,20230505,Non-corrected ground GPS,JA70003000,0.000000000000000,2703547.000000000000000,110786.412400000001071,2310.075100000000020,2310.075063702774059,110786.412350135651650
247,K40420,2023052101.000000000000000,2023,Lightning,2023-K40420,2.000000000000000,2023 ROLLOVER,20230521,20230630,20230518,Non-corrected ground GPS,JA70003000,0.000000000000000,2703548.000000000000000,20224.674299999998766,735.081199999999967,735.081205902137413,20224.674285861383396
248,K40421,2023052101.000000000000000,2023,Lightning,2023-K40421,8.500000000000000,2023 ROLLOVER,20230521,20230621,20230518,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703549.000000000000000,85036.736499999999069,1826.595499999999902,1826.595457201533236,85036.736523603700334
249,C10382,2023052002.000000000000000,2023,Lightning,2023-C10382,74.299999999999997,2023 ROLLOVER,20230520,20230602,20230518,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703190.000000000000000,742829.569699999992736,5715.166799999999967,5715.166830441805359,742829.569696234306321
250,C10395,2023051901.000000000000000,2023,Lightning,2023-C10395,19.000000000000000,2023 ROLLOVER,20230519,20230523,20230517,Non-corrected ground GPS,JA70003000,0.000000000000000,2703191.000000000000000,189767.975500000000466,3535.955399999999827,3535.955399958560065,189767.975541259860620
251,G10065,2023042001.000000000000000,2023,Person,2023-G10065,16.399999999999999,2023 ROLLOVER,20230420,20230505,20230420,Non-corrected ground GPS,JA70003000,0.000000000000000,2703276.000000000000000,164172.069900000002235,4574.971499999999651,4574.971517665637293,164172.069921879650792
252,G10224,2023050502.000000000000000,2023,Person,2023-G10224,1.200000000000000,2023 ROLLOVER,20230505,20230510,20230505,Non-corrected ground GPS,JA70003000,0.000000000000000,2703279.000000000000000,11517.504800000000614,888.479000000000042,888.479037921944837,11517.504830340832996
253,G10411,2023052601.000000000000000,2023,Lightning,2023-G10411,36.399999999999999,2023 ROLLOVER,20230526,20230529,20230519,Non-corrected ground GPS,JA70003000,0.000000000000000,2703280.000000000000000,363550.285299999988638,7056.692600000000311,7056.692553709925960,363550.285296005080454
254,C11458,2023071501.000000000000000,2023,Lightning,2023-C11458,27.899999999999999,2023 ROLLOVER,20230715,20230716,20230709,Derived from satellite imagery,JA70003000,0.000000000000000,2703203.000000000000000,279010.437700000009499,2324.839800000000196,2324.839763554175533,279010.437731908808928
255,C11489,2023071401.000000000000000,2023,Lightning,2023-C11489,13.400000000000000,2023 ROLLOVER,20230714,20230731,20230709,Non-corrected ground GPS,JA70003000,0.000000000000000,2703204.000000000000000,133647.491500000003725,2248.216399999999794,2248.216352542001914,133647.491502474062145
256,G11360,2023071001.000000000000000,2023,Lightning,2023-G11360,2.700000000000000,2023 ROLLOVER,20230710,20230713,20230706,Non-corrected ground GPS,JA70003000,0.000000000000000,2703287.000000000000000,27490.549699999999575,914.542500000000018,914.542540549018554,27490.549692388412950
257,G11447,2023071101.000000000000000,2023,Lightning,2023-G11447,2.000000000000000,2023 ROLLOVER,20230711,20230721,20230708,Non-corrected ground GPS,JA70003000,0.000000000000000,2703289.000000000000000,20132.602299999998650,728.200900000000047,728.200905812679707,20132.602277703324944
258,C30446,2023072901.000000000000000,2023,Lightning,2023-C30446,241.699999999999989,2023 ROLLOVER,20230729,20230729,20230520,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703224.000000000000000,2417044.205800000112504,8253.325600000000122,8253.325644840189852,2417044.205836235079914
259,G11912,2023072001.000000000000000,2023,Lightning,2023-G11912,3.400000000000000,2023 ROLLOVER,20230720,20230721,20230718,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703295.000000000000000,33874.445299999999406,908.232899999999972,908.232909834123006,33874.445321144252375
260,G11943,2023090301.000000000000000,2023,Lightning,2023-G11943,13.600000000000000,2023 ROLLOVER,20230903,20230904,20230718,Derived from satellite imagery,JA70003000,0.000000000000000,2703296.000000000000000,135526.654399999999441,1978.970399999999927,1978.970422726033576,135526.654390956129646
261,C32266,2023072901.000000000000000,2023,Lightning,2023-C32266,53.000000000000000,2023 ROLLOVER,20230729,20230729,20230725,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703234.000000000000000,530130.947900000028312,3199.165199999999913,3199.165237099026854,530130.947928741457872
262,G12128,2023081701.000000000000000,2023,Lightning,2023-G12128,3.200000000000000,2023 ROLLOVER,20230817,20230818,20230721,Hand sketch of any type,JA70003000,0.000000000000000,2703303.000000000000000,32140.800800000000891,799.909800000000018,799.909834539976828,32140.800787840173143
263,G12160,2023072501.000000000000000,2023,Lightning,2023-G12160,10.800000000000001,2023 ROLLOVER,20230725,20230809,20230721,Non-corrected ground GPS,JA70003000,0.000000000000000,2703305.000000000000000,107758.288899999999558,2648.295599999999922,2648.295570054490781,107758.288938501733355
264,G12186,2023072401.000000000000000,2023,Lightning,2023-G12186,122.700000000000003,2023 ROLLOVER,20230724,20230724,20230717,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703306.000000000000000,1227192.169299999950454,4493.921400000000176,4493.921412058519309,1227192.169319049455225
265,G11181,2023071101.000000000000000,2023,Lightning,2023-G11181,1.800000000000000,2023 ROLLOVER,20230711,20230721,20230706,Non-corrected ground GPS,JA70003000,0.000000000000000,2703282.000000000000000,18169.933199999999488,756.135899999999992,756.135897370925363,18169.933232099021552
266,G11278,2023071401.000000000000000,2023,Lightning,2023-G11278,6.300000000000000,2023 ROLLOVER,20230714,20230717,20230706,Non-corrected ground GPS,JA70003000,0.000000000000000,2703284.000000000000000,62821.748299999999290,1508.749700000000075,1508.749736727971140,62821.748318169346021
267,G30210,2023051201.000000000000000,2023,Person,2023-G30210,1006.399999999999977,2023 ROLLOVER,20230512,20230515,20230504,Non-corrected ground GPS,JA70003000,0.000000000000000,2703309.000000000000000,10064431.012000000104308,42075.239000000001397,42075.238973540261213,10064431.012005953118205
268,G30423,2023052101.000000000000000,2023,Lightning,2023-G30423,0.900000000000000,2023 ROLLOVER,20230521,20240131,20230520,Derived from satellite imagery,JA70003000,0.000000000000000,2703310.000000000000000,8692.992399999999179,348.639200000000017,348.639234922323112,8692.992388587930691
269,G32134,2023072301.000000000000000,2023,Lightning,2023-G32134,16.100000000000001,2023 ROLLOVER,20230723,20230725,20230721,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703312.000000000000000,160716.017400000011548,1591.930399999999963,1591.930382527300935,160716.017447092162911
270,C30572,2023060401.000000000000000,2023,Lightning,2023-C30572,25.600000000000001,2023 ROLLOVER,20230604,20230605,20230602,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703225.000000000000000,256489.001699999993434,2144.818900000000212,2144.818885961954493,256489.001082672417397
271,K71649,2023091701.000000000000000,2023,Lightning,2023-K71649,9565.100000000000364,2023 ROLLOVER,20230917,20230917,20230712,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703603.000000000000000,95650500.439700007438660,100115.696299999995972,100115.696299044138868,95650500.442336216568947
